county,state,season,title,latitude,longitude,date,number,classification,geohash,temperature_high,temperature_mid,temperature_low,dew_point,humidity,cloud_cover,moon_phase,precip_intensity,precip_probability,precip_type,pressure,summary,uv_index,visibility,wind_bearing,wind_speed
Mono County,California,Fall,Report 10718: Campers hear a vocalization near Tenaya Lake,37.83074,-119.4626,9/1/1976,10718,Class B,9qep1wcup9,,,,,,,,,,,,,,,,
Modoc County,California,Summer,Report 875: Man has sighting near Alturas,41.41,-120.6781,6/1/1974,875,Class A,9r65tfkysr,84.96,70.465,55.97,37.71,0.29,,0.4,,,rain,,Clear throughout the day.,8,,316,4.15
Mendocino County,California,Summer,,,,,2200,Class A,,,,,,,,,,,,,,,,,
Mendocino County,California,Summer,Report 8059: Teenagers have sighting of two creatures near Albion,39.22361,-123.7675,9/1/1966,8059,Class A,9nzzps7q04,,,,,,,,,,,,,,,,
Mendocino County,California,Summer,Report 7860: Hunter has daytime sighting near Dos Rios,39.68833,-123.4817,9/1/1974,7860,Class A,9r01y1537b,,,,,,,,,,,,,,,,
Mendocino County,California,Summer,,,,,2201,Class B,,,,,,,,,,,,,,,,,
Mendocino County,California,Unknown,,,,,2199,Class B,,,,,,,,,,,,,,,,,
Mendocino County,California,Summer,,,,,2198,Class A,,,,,,,,,,,,,,,,,
Mendocino County,California,Summer,Report 4886: Two men hear afternoon vocalization near Fort Bragg,39.44583,-123.8042,7/1/1985,4886,Class B,9ppbqubs95,57.46,54.585,51.71,,,,0.48,,,rain,1019.64,Clear throughout the day.,0,,338,5.14
Mendocino County,California,Summer,Report 6521: Woman hears late night scream and has close encounter near Laytonville,39.68833,-123.4817,6/1/1987,6521,Class A,9r01y1537b,,,,,,,,,,,,,,,,
Mendocino County,California,Summer,,,,,4182,Class B,,,,,,,,,,,,,,,,,
Mendocino County,California,Winter,Report 10279: Family hears unusual calls,39.25,-123.15,1/16/2004,10279,Class B,9qbrm9hzv4,52.37,48.6,44.83,43.3,0.86,0.96,0.81,0,0,,1017.15,Overcast throughout the day.,2,9.96,325,0.99
Mendocino County,California,Spring,Report 8735: Hikers Find Multiple Tracks Near Covelo,39.83,-123.115,5/22/2004,8735,Class B,9r06w6y6sd,71.03,56.825,42.62,44.67,0.62,,0.11,0,0,,,Clear throughout the day.,0,,180,0.41
Mendocino County,California,Fall,Report 15782: Possible intimidation/interaction heard by couple on two occasions in route to Fort Bragg,39.06583,-123.4439,9/16/2005,15782,Class B,9qbnnzwyuw,74.17,63.605,53.04,48.95,0.65,0.41,0.45,0,0,,1018.65,Foggy in the morning.,7,8.48,327,3.81
Mendocino County,California,Winter,Report 22500: Paranormal investigator describes encounter near Covelo,39.83929,-123.2393,12/15/2007,22500,Class A,9r06esebsj,44.39,38.87,33.35,34.8,0.92,,0.2,0.0006,0.62,rain,,Clear throughout the day.,0,,204,0.13
Mendocino County,California,Summer,Report 24146: Man Has Face to Face Encounter Outside of Willits,39.51489,-123.3899,7/8/2008,24146,Class A,9r02b1qnyv,104.57,82.17,59.77,50.14,0.42,0,0.2,0,0,,1006.3,Clear throughout the day.,11,7.03,297,0.43
Modoc County,California,Winter,Report 97: Hunter sees footprints near Alturas,41.72278,-120.3292,10/1/1992,97,Class B,9r6mmg6uy3,74.28,58.255,42.23,31.99,0.49,0.18,0.19,,,rain,,"Breezy starting in the afternoon, continuing until evening, and foggy in the afternoon.",5,8.61,208,6.53
Modoc County,California,Spring,Report 2255: Woman hears late night howl near Alturas,41.48722,-120.5414,3/30/2001,2255,Class B,9r6k1082tf,60.82,42.83,24.84,29.19,0.62,0.01,0.19,,,rain,1019.94,Clear throughout the day.,7,9.69,330,2.52
Mono County,California,Summer,Report 1510: Brothers have early evening sighting near Lee Vining,38.04806,-119.2642,7/1/1977,1510,Class A,9qg0qn6qn8,,,,,,,,,,,,,,,,
Mono County,California,Summer,"Report 13613: Hikers find footprints, hear sounds, etc., near Leavitt Meadows",38.29165,-119.54,8/1/1980,13613,Class B,9qfczfc9h0,,,,,,,,,,,,,,,,
Mono County,California,Spring,Report 2942: Brothers hear late night howl in Mammoth Lakes,37.65028,-118.9592,5/1/2001,2942,Class B,9qeqjn08c8,,,,,,,,,,,,,,,,
Mono County,California,Spring,Report 3105: Campers hear late night scream near Mammoth Lakes,37.78861,-119.0736,5/3/2001,3105,Class B,9qeqfrjq85,,,,,,,,,,,,,,,,
Mono County,California,Summer,Report 12383: Hiking family has daytime encounter in Sierra,38.3068,-119.5483,8/21/2005,12383,Class A,9qfczte969,75.09,63.165,51.24,33,0.36,,0.58,0,0,,,Clear throughout the day.,0,,285,1.22
Mono County,California,Spring,Report 15855: Daylight sighting by motorist near Laurel Canyon in the Mammoth Lakes area,37.58325,-118.9166,6/17/2006,15855,Class A,9qemvczd63,71.76,55.535,39.31,32.22,0.45,,0.72,0,0,,,Clear throughout the day.,7,,274,1.12
Mono County,California,Summer,Report 20594: Campers hear possible whoop-howls near Yosemite (Sawmill campground),37.90613,-119.2481,7/27/2007,20594,Class B,9qepwkw5jy,73.15,60.965,48.78,39.67,0.48,,0.42,0,0,,,Clear throughout the day.,9,,236,1.24
Mono County,California,Summer,"Report 20306: Young man claims possible sighting at night near Lake Mary, outside Mammoth",37.5999,-119,9/25/2007,20306,Class B,9qemuhfg71,57.7,45.16,32.62,27.85,0.58,,0.46,0,0,,,Clear throughout the day.,6,,110,0.48
Mono County,California,Summer,Report 23319: Father and son come across two sets of tracks while hunting near Benton.,37.76666,-118.5333,3/26/2008,23319,Class B,9qewyenwtz,52.02,42.725,33.43,18.61,0.37,0,0.66,0,0,,1012.59,Clear throughout the day.,8,10,241,5.78
Mono County,California,Spring,"Report 23768: Brief, blurry video footage of a possible sasquatch at Mono Lake",37.9333,-119,7/9/2008,23768,Class A,9qeru1dc7p,85.84,72.545,59.25,28.06,0.19,,0.24,0,0,,,Clear throughout the day.,0,9.7,337,0.82
Mono County,California,Fall,,,,,39649,Class B,,,,,,,,,,,,,,,,,
Mono County,California,Fall,Report 24743: Camper has a possible close encounter west of Mono Lake,38.04165,-119.2167,9/23/2008,24743,Class B,9qg0rjm09t,63.26,51.48,39.7,17.39,0.32,,0.81,0,0,,,Clear throughout the day.,0,10,224,0.97
Mono County,California,Summer,Report 27966: Possible howl heard by three family members while on vacation at June Lake,37.79337,-119.118,7/31/2010,27966,Class B,9qer12hfm6,74.32,62.37,50.42,30.65,0.3,0,0.68,0,0,,,Clear throughout the day.,11,10,222,7.05
Mono County,California,Fall,Report 49896: Possible encounter at night by hunters camping at Virginia Lakes,38.04679,-119.2654,10/2/2015,49896,Class B,9qg0qn1wdg,51.16,39.94,28.72,30.88,0.75,0.23,0.67,0,0,,1018.17,Mostly cloudy in the morning.,7,10,27,1.3
Monterey County,California,Summer,Report 12292: Daylight sighting by hikers in Ventana Wilderness,36.3779,-121.7146,6/15/1986,12292,Class A,9q3qyq6hsk,60.9,52.41,43.92,49.57,0.86,0.28,0.26,,,rain,1015.53,Mostly cloudy until afternoon.,11,9.77,290,7.42
Monterey County,California,Spring,Report 7334: Daytime sightings by Forest Service employee near Arroyo Seco,36.2485,-121.495,4/1/1993,7334,Class A,9q3w5qf4c6,54.32,46.46,38.6,45.6,0.92,0.53,0.32,,,rain,1018.29,Partly cloudy throughout the day.,7,9.25,301,6.27
Monterey County,California,Winter,,,,,5463,Class A,,,,,,,,,,,,,,,,,
Nevada County,California,Spring,Report 3421: Family has unusual experience outside Grass Valley,39.21278,-120.8908,6/1/1978,3421,Class A,9qfp146p00,73.41,65.43,57.45,34.67,0.34,0.07,0.87,,,rain,1005.96,Partly cloudy in the afternoon.,9,8.05,220,1.29
Nevada County,California,Summer,Report 3424: Couple see large footprint near Emigrant Gap,39.30056,-120.6672,8/1/1984,3424,Class B,9qfpw4ky67,77.15,66.935,56.72,39.7,0.35,0.04,0.16,,,rain,1008.39,Clear throughout the day.,10,7.73,194,4.39
Nevada County,California,Summer,Report 16550: Solo camper's late night encounter outside Truckee,39.41546,-120.4187,8/1/1986,16550,Class B,9r425z3g8y,77.69,65.53,53.37,42.16,0.45,0.08,0.87,,,rain,1010.85,Clear throughout the day.,10,7.83,258,1.66
Nevada County,California,Fall,Report 12649: Man recalls daytime sighting in a canyon outside Nevada City,39.25396,-121.0517,9/15/1987,12649,Class A,9qczm3uyfu,76.45,61.85,47.25,44.91,0.53,0.07,0.77,,,rain,1016.03,Partly cloudy until afternoon.,7,6.68,295,1.32
Nevada County,California,Fall,Report 14407: Daylight sighting by camper 7-8 northwest of Independence Lake,39.50435,-120.3784,9/5/1993,14407,Class A,9r42sxx1eb,72.61,58.85,45.09,38.16,0.44,0.13,0.64,0,0,,1009.81,Partly cloudy in the evening.,8,10,252,2.07
Nevada County,California,Summer,Report 4885: Chicken pens being raided by unknown thief near Nevada City,39.26167,-121.015,8/1/2002,4885,Class B,9qczq5ref1,90.74,76.625,62.51,50.31,0.43,0.02,0.76,0,0,,1012.06,Clear throughout the day.,10,9.29,207,0.96
Nevada County,California,Winter,Report 8026: Child has daytime sighting near Grass Valley,39.21667,-120.8983,12/2/2003,8026,Class B,9qfp0ght9m,56.53,49.77,43.01,43.77,0.85,0.53,0.32,0.0018,0.78,rain,1025.81,Mostly cloudy until afternoon.,2,7.91,134,0.88
Nevada County,California,Winter,Report 7804: Family has two late night sightings near Nevada City,39.26361,-121.0161,1/4/2004,7804,Class A,9qczq5wz07,41.99,35.54,29.09,24.96,0.77,0.05,0.41,0.0002,0.13,snow,1027.33,Clear throughout the day.,2,10,31,0.23
Nevada County,California,Summer,Report 9555: Retired Law Enforcement Officer Has Daytime Sighting,39.31917,-120.3275,8/16/2004,9555,Class A,9qfrtvu4y0,70.63,59.575,48.52,41.36,0.52,0.31,0.02,0,0,,1013.93,Partly cloudy until evening.,7,10,214,0.41
Nevada County,California,Summer,Report 15174: Campers report possible approach in Malakoff Historical State Park,39.374,-120.914,7/8/2006,15174,Class B,9qfpbxc45t,90.71,77.51,64.31,47.68,0.39,0.02,0.41,0,0,,1014.08,Clear throughout the day.,11,9.99,262,0.17
Placer County,California,Fall,Report 2326: A camper hears strange late night howls near Foresthill,39.02028,-120.8169,9/7/1998,2326,Class B,9qfjfxrvd5,80.21,74.815,69.42,49.45,0.4,0.15,0.55,0,0,,1009.68,"Partly cloudy starting in the afternoon, continuing until evening.",8,10,200,1.4
Placer County,California,Summer,Report 502: Three people report screams near Foresthill,39.01917,-120.8275,6/17/2000,502,Class B,9qfjfx0p5h,84.1,76.63,69.16,40.29,0.29,0,0.53,,,rain,1004.55,Clear throughout the day.,11,10,89,3.8
Placer County,California,Summer,,,,,2919,Class A,,,,,,,,,,,,,,,,,
Placer County,California,Fall,Report 7331: Fisherman hears late night scream near French Meadows Reservoir,39.11167,-120.4683,10/14/2003,7331,Class B,9qfqd8j9vp,70.03,59.29,48.55,22.73,0.27,0,0.64,0,0,,1015.5,Clear throughout the day.,5,9.95,199,1.4
Placer County,California,Fall,Report 21808: Possible sighting by family walking their dog near Auburn,38.95285,-121.0479,9/30/2007,21808,Class B,9qcvt7psg3,74.74,64.085,53.43,36.21,0.44,0.01,0.65,0,0,,1015.49,Mostly cloudy overnight.,6,10,179,1.47
Plumas County,California,Fall,,,,,2226,Class A,,,,,,,,,,,,,,,,,
Plumas County,California,Summer,,,,,2227,Class A,,,,,,,,,,,,,,,,,
Plumas County,California,Summer,Report 2037: Man has interesting experiences outside of La Porte,39.94278,-121.0158,7/1/1997,2037,Class B,9r1gnpqgx3,,,,,,,,,,,,,,,,
Plumas County,California,Spring,,,,,2211,Class B,,,,,,,,,,,,,,,,,
Plumas County,California,Fall,,,,,2212,Class B,,,,,,,,,,,,,,,,,
Riverside County,California,Spring,,,,,2228,Class C,,,,,,,,,,,,,,,,,
Riverside County,California,Summer,Report 5253: Backpackers report screams and camp stalking near Dutchman's Flats outside Idyllwild,33.7655,-116.7078,12/1/2002,5253,Class B,9qj004zfr1,49.73,40.19,30.65,34.6,0.92,0.09,0.91,,,rain,1019.45,Mostly cloudy in the evening.,3,10,87,0.79
Riverside County,California,Spring,Report 26152: Backpackers hear whoops and tree push over SE of Round Valley in the Mt. San Jacinto Wilderness Area,33.81678,-116.6329,6/5/2004,26152,Class B,9qj03unt02,84.45,67.43,50.41,40.91,0.41,0,0.6,0,0,,1005.28,Clear throughout the day.,12,9.98,265,1.15
Riverside County,California,Fall,Report 24137: Young couple encounter something large on Lake Hemet,33.66675,-116.7,7/17/2008,24137,Class B,9mvp82vehc,88.54,75.46,62.38,56.14,0.55,0.14,0.48,0,0,,1007.4,Partly cloudy in the afternoon.,10,10,257,1.68
Riverside County,California,Summer,,,,,24644,Class B,,,,,,,,,,,,,,,,,
Riverside County,California,Spring,Report 24936: Sighting off Indian Road behind isolated (at the time) Desert Hot Springs Condo complex,33.95002,-116.5333,12/1/2008,24936,Class A,9qj1hhrj1q,83.65,71.445,59.24,30.07,0.25,0,0.13,0,0,,1018.45,Clear throughout the day.,3,10,261,0.26
San Bernardino County,California,Summer,,,,,2229,Class A,,,,,,,,,,,,,,,,,
San Bernardino County,California,Fall,,,,,2247,Class A,,,,,,,,,,,,,,,,,
San Bernardino County,California,Summer,,,,,5160,Class A,,,,,,,,,,,,,,,,,
San Bernardino County,California,Spring,,,,,6304,Class B,,,,,,,,,,,,,,,,,
San Bernardino County,California,Summer,,,,,7759,Class B,,,,,,,,,,,,,,,,,
San Bernardino County,California,Summer,,,,,9759,Class A,,,,,,,,,,,,,,,,,
San Bernardino County,California,Summer,Report 24456: Native American experiences a close encounter from her backyard outside the San Bernadino National Forest,34.04165,-117.0416,8/21/2008,24456,Class B,9qhc8thfvp,89.58,75.645,61.71,47.83,0.4,0,0.67,0,0,,1009.19,Clear throughout the day.,10,9.92,263,1.22
San Bernardino County,California,Summer,"Report 56754: Sighting in Deep Creek Wilderness, near Lake Arrrowhead",34.33843,-117.1776,7/1/2009,56754,Class B,9qheme1gu5,84.47,73.695,62.92,41.28,0.31,0.25,0.33,0,0,,1008.91,Partly cloudy until evening.,7,10,210,2.09
San Bernardino County,California,Summer,Report 26386: Mother and daughter describe possible howls close to their home near Big Bear City,34.2556,-116.7944,8/10/2009,26386,Class B,9qhfyk0cm4,79.44,66.61,53.78,36.32,0.36,0,0.65,0,0,,,Clear throughout the day.,11,10,199,0.71
San Bernardino County,California,Summer,Report 46330: Daylight sighting by fisherman at Silverwood Lake near Hesperia,34.28665,-117.3395,8/20/2014,46330,Class A,9qhe1ceypq,76.1,66.885,57.67,50.23,0.59,0.38,0.85,0.0011,0.45,rain,1011.77,Partly cloudy until evening.,9,9.72,198,1.34
San Diego County,California,Fall,,,,,2907,Class A,,,,,,,,,,,,,,,,,
San Diego County,California,Summer,,,,,2782,Class B,,,,,,,,,,,,,,,,,
San Diego County,California,Winter,Report 2779: A Local Writer Discusses Her Experiences Pursuing Local Reports and Legends,32.71528,-117.1564,2/15/1981,2779,Class C,9mudn59k64,77.09,66.085,55.08,50.68,0.66,0.59,0.4,0,0,,1016.98,Mostly cloudy throughout the day.,4,7.57,301,3.05
San Diego County,California,Spring,,,,,2816,Class A,,,,,,,,,,,,,,,,,
San Diego County,California,Summer,Report 51530:  Camper on Mount Palomar reports heavy biped running through campground late at night.,33.32237,-116.8782,7/13/1988,51530,Class B,9muvs65uue,62.49,55.465,48.44,52.28,0.97,0.63,0.01,,,rain,1013.42,Mostly cloudy throughout the day.,10,7.37,219,3.1
San Diego County,California,Summer,Report 4446: Daytime sighting by hiker on La Jolla Indian Reservation.,33.2675,-116.8625,7/4/1993,4446,Class A,9muvk8pm4r,66.64,61.9,57.16,52.02,0.74,0.68,0.53,,,rain,1009.12,Mostly cloudy throughout the day.,10,9.83,197,4.29
San Diego County,California,Summer,,,,,2817,Class B,,,,,,,,,,,,,,,,,
San Diego County,California,Summer,"Report 36070: Possible knocks and chatter at Burnt Rancherias Campground, Laguna Mountain",32.81075,-116.4208,7/22/2012,36070,Class B,9mv4wv0bqx,79.02,68.325,57.63,55.68,0.66,,0.12,0,0,,1010.63,Clear throughout the day.,0,,272,1.21
Santa Barbara County,California,Fall,Report 13236: Boar hunters find fresh footprints north of Lake Cachuma.,34.60665,-120.0023,9/30/2005,13236,Class B,9q4sv7byre,86.61,71.785,56.96,41.74,0.34,0,0.91,0,0,,1009.02,Clear throughout the day.,7,9.68,175,0.51
Santa Cruz County,California,Spring,Report 16691: Man describes possible sighting during childhood in Hinkley Basin,37.055,-121.845,4/15/1958,16691,Class B,9q96g3ejj8,74.57,61.075,47.58,50.03,0.81,0,0.9,,,rain,1018.02,Clear throughout the day.,9,9.96,271,2.15
Santa Cruz County,California,Fall,Report 20197: Nighttime sighting by motorist near Mt. Madonna Park in the Santa Cruz Mountains,38.4906,-121.7138,10/11/1980,20197,Class A,9qc6yqfxyz,70.09,63.35,56.61,50.18,0.69,0.62,0.08,0,0,,1014.58,Mostly cloudy throughout the day.,3,8.93,193,7.03
Santa Cruz County,California,Spring,Report 11162: Family has sightings and encounters in Santa Cruz mountains,37,-121.7,10/1/2004,11162,Class A,9q96qxsu87,63.77,54.775,45.78,50.55,0.84,0.53,0.61,0,0,,1016.41,Overcast until afternoon.,6,9.97,282,0.78
Shasta County,California,Spring,Report 26381: Man recalls adversarial encounter with an unknown creature near French Gulch,40.8333,-122.6417,4/15/1973,26381,Class B,9r2b31rp1q,,,,44.3,0.81,0.77,0.44,,,rain,,Mostly cloudy throughout the day.,4,10,148,5.77
Shasta County,California,Spring,Report 7555: Two Young Fishermen Have Mid-day Encounter at Lake Shasta,40.8875,-122.3775,8/1/1977,7555,Class A,9r2bx5r6vw,105.06,89.22,73.38,44.44,0.26,0.64,0.58,,,rain,1015.58,Mostly cloudy throughout the day.,5,8.67,152,1
Shasta County,California,Fall,Report 1653: Husband and wife have late night sighting on Highway 299,40.63556,-122.7325,10/1/1978,1653,Class A,9r0xpjkzm3,79,,,50.13,0.5,0.22,0.98,,,rain,,Partly cloudy until evening and breezy until afternoon.,5,10,336,14.43
Shasta County,California,Summer,,,,,2770,Class B,,,,,,,,,,,,,,,,,
Shasta County,California,Summer,"Report 8184: Large Footprints Found, Vocalizations Heard by Vacationer Near Lake Shasta",40.755,-122.33,8/1/1984,8184,Class B,9r1pb74p06,91.02,,,50.29,0.35,0,0.16,,,rain,,"Breezy starting in the afternoon, continuing until evening.",10,10,177,7.38
Shasta County,California,Summer,,,,,2845,Class A,,,,,,,,,,,,,,,,,
Shasta County,California,Fall,,,,,2855,Class B,,,,,,,,,,,,,,,,,
Shasta County,California,Fall,,,,,2844,Class A,,,,,,,,,,,,,,,,,
Shasta County,California,Summer,,,,,2843,Class B,,,,,,,,,,,,,,,,,
Shasta County,California,Summer,Report 2558: Man hears strange late night scream outside Shingletown,40.4925,-121.8881,8/1/1991,2558,Class B,9r1q677vcm,87.32,69.635,51.95,49.72,0.52,0.06,0.69,0,0,,1013.81,Clear throughout the day.,10,10,154,4.33
Shasta County,California,Unknown,Report 3683: Men hear evening vocalization outside their home in Redding,40.58667,-122.3906,1/1/1992,3683,Class B,9r0yyutfkr,56.72,42.785,28.85,34.85,0.83,0.43,0.9,0,0,,1022.74,Mostly cloudy throughout the day.,1,10,352,2.86
Shasta County,California,Fall,Report 8784: Residents Awakened by Early Morning Vocalizations,40.88,-121.675,9/1/1992,8784,Class B,9r32x1yzr0,,,,,,,,,,,,,,,,
Shasta County,California,Fall,Report 6429: Woman recalls a nighttime sighting on Hwy. 299 near Burney,40.92911,-121.6156,9/15/1994,6429,Class A,9r38bdfjr5,,,,,,,,,,,,,,,,
Shasta County,California,Summer,"Report 11496: Lady has two Northern California sightings, over a 20year period.",40.75,-122.1667,7/15/1997,11496,Class A,9r1pu42cvw,96.69,80.23,63.77,54.05,0.44,0,0.34,,,rain,1013.3,Clear throughout the day.,10,10,177,2.44
Shasta County,California,Fall,,,,,835,Class B,,,,,,,,,,,,,,,,,
Shasta County,California,Winter,Report 11986: Daylight sighting by guide and two tourists at Lake Shasta Caverns,40.7974,-122.278,3/15/2001,11986,Class A,9r3016zyh4,56.41,45.88,35.35,34.1,0.66,0.43,0.72,0,0,,1017.45,Mostly cloudy until evening.,4,10,256,0.23
Shasta County,California,Summer,,,,,3029,Class B,,,,,,,,,,,,,,,,,
Shasta County,California,Summer,Report 4637: Family hears late night vocalizations near Lake McCumber,40.53806,-121.7314,6/26/2002,4637,Class B,9r1qtgtzkf,89.64,73.27,56.9,46.14,0.39,0.08,0.57,0,0,,1010.34,Partly cloudy in the afternoon.,9,10,212,2.25
Shasta County,California,Spring,"Report 14323: Possible camp stalking in Jones Valley, Lake Shasta",40.75,-122.1675,4/19/2003,14323,Class B,9r1pu423fy,71.83,57.66,43.49,28.44,0.38,0,0.61,0,0,,1018.21,Clear throughout the day.,9,10,293,1.29
